Date,High,Low,Open,Close,Volume,AdjClose
2015-01-02,61.79999923706055,60.790000915527344,61.650001525878906,61.25,269200,61.25
2015-01-05,60.86000061035156,59.77000045776367,60.849998474121094,60.060001373291016,283500,60.060001373291016
2015-01-06,60.2400016784668,58.66999816894531,60.119998931884766,59.2599983215332,440600,59.2599983215332
2015-01-07,59.849998474121094,59.18000030517578,59.849998474121094,59.40999984741211,367200,59.40999984741211
2015-01-08,60.599998474121094,59.5,59.7400016784668,60.59000015258789,254500,60.59000015258789
2015-01-09,60.709999084472656,59.849998474121094,60.689998626708984,60.08000183105469,277700,60.08000183105469
2015-01-12,60.16999816894531,59.08000183105469,60.16999816894531,59.369998931884766,350300,59.369998931884766
2015-01-13,60.59000015258789,58.849998474121094,59.83000183105469,59.439998626708984,407100,59.439998626708984
2015-01-14,59.290000915527344,58.38999938964844,58.900001525878906,59.0,295100,59.0
2015-01-15,59.27000045776367,57.529998779296875,59.15999984741211,57.54999923706055,247000,57.54999923706055
2015-01-16,58.439998626708984,57.41999816894531,57.41999816894531,58.43000030517578,300300,58.43000030517578
2015-01-20,58.79999923706055,57.97999954223633,58.630001068115234,58.650001525878906,626100,58.650001525878906
2015-01-21,59.849998474121094,58.68000030517578,58.91999816894531,59.540000915527344,243800,59.540000915527344
2015-01-22,61.060001373291016,59.45000076293945,59.939998626708984,60.93000030517578,335900,60.93000030517578
2015-01-23,61.77000045776367,60.88999938964844,61.0,61.45000076293945,1056800,61.45000076293945
2015-01-26,61.599998474121094,61.060001373291016,61.38999938964844,61.5,1079500,61.5
2015-01-27,61.0,59.970001220703125,60.869998931884766,60.369998931884766,323500,60.369998931884766
2015-01-28,60.9900016784668,59.5,60.93000030517578,59.529998779296875,476100,59.529998779296875
2015-01-29,59.959999084472656,58.61000061035156,59.470001220703125,59.88999938964844,425200,59.88999938964844
2015-01-30,60.7400016784668,59.84000015258789,60.220001220703125,60.130001068115234,348400,60.130001068115234
2015-02-02,60.38999938964844,59.11000061035156,60.11000061035156,60.38999938964844,240200,60.38999938964844
2015-02-03,61.56999969482422,60.529998779296875,60.529998779296875,61.4900016784668,1587700,61.4900016784668
2015-02-04,61.72999954223633,61.20000076293945,61.369998931884766,61.31999969482422,460100,61.31999969482422
2015-02-05,61.939998626708984,61.58000183105469,61.66999816894531,61.90999984741211,426000,61.90999984741211
2015-02-06,62.52000045776367,61.84000015258789,62.060001373291016,61.9900016784668,382300,61.9900016784668
2015-02-09,61.95000076293945,61.470001220703125,61.72999954223633,61.70000076293945,262500,61.70000076293945
2015-02-10,62.439998626708984,61.72999954223633,61.939998626708984,62.349998474121094,257800,62.349998474121094
2015-02-11,62.689998626708984,62.290000915527344,62.349998474121094,62.52000045776367,1646000,62.52000045776367
2015-02-12,63.81999969482422,63.04999923706055,63.119998931884766,63.619998931884766,346800,63.619998931884766
2015-02-13,64.5999984741211,63.83000183105469,63.83000183105469,64.55000305175781,328700,64.55000305175781
2015-02-17,64.6500015258789,64.33000183105469,64.44000244140625,64.43000030517578,232800,64.43000030517578
2015-02-18,64.79000091552734,64.2699966430664,64.33000183105469,64.66000366210938,235100,64.66000366210938
2015-02-19,65.72000122070312,64.7699966430664,64.80000305175781,65.68000030517578,228200,65.68000030517578
2015-02-20,66.12999725341797,65.3499984741211,65.62999725341797,66.02999877929688,454200,66.02999877929688
2015-02-23,66.0199966430664,65.27999877929688,66.0199966430664,65.44999694824219,248700,65.44999694824219
2015-02-24,65.63999938964844,65.22000122070312,65.41000366210938,65.47000122070312,210200,65.47000122070312
2015-02-25,66.33999633789062,65.55999755859375,65.58000183105469,66.16999816894531,219800,66.16999816894531
2015-02-26,67.11000061035156,66.4800033569336,66.52999877929688,66.77999877929688,206900,66.77999877929688
2015-02-27,66.93000030517578,66.08000183105469,66.69999694824219,66.12999725341797,264400,66.12999725341797
2015-03-02,66.80000305175781,65.94999694824219,66.08000183105469,66.76000213623047,466000,66.76000213623047
2015-03-03,66.58000183105469,66.06999969482422,66.54000091552734,66.30999755859375,336100,66.30999755859375
2015-03-04,66.27999877929688,65.62000274658203,66.05999755859375,66.01000213623047,404900,66.01000213623047
2015-03-05,66.58999633789062,65.95999908447266,66.12000274658203,66.41999816894531,285800,66.41999816894531
2015-03-06,66.63999938964844,65.62000274658203,66.2300033569336,65.75,224900,65.75
2015-03-09,65.87999725341797,65.48999786376953,65.7699966430664,65.77999877929688,232800,65.77999877929688
2015-03-10,65.2300033569336,64.41000366210938,65.2300033569336,64.52999877929688,349600,64.52999877929688
2015-03-11,64.98999786376953,64.36000061035156,64.55999755859375,64.48999786376953,239100,64.48999786376953
2015-03-12,65.33000183105469,64.69999694824219,64.69999694824219,65.29000091552734,158700,65.29000091552734
2015-03-13,65.4000015258789,64.43000030517578,65.19999694824219,64.73999786376953,221600,64.73999786376953
2015-03-16,65.16999816894531,64.5,64.87999725341797,65.0999984741211,226400,65.0999984741211
2015-03-17,65.38999938964844,64.83000183105469,64.87000274658203,65.29000091552734,209900,65.29000091552734
2015-03-18,66.0199966430664,64.93000030517578,65.06999969482422,65.88999938964844,227100,65.88999938964844
2015-03-19,66.0999984741211,65.70999908447266,65.81999969482422,66.0,265000,66.0
2015-03-20,66.48999786376953,66.13999938964844,66.37999725341797,66.13999938964844,205400,66.13999938964844
